Vineyard,Wine,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
West,6,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8
West,820,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13
South,289,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5
South,225,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5
West,462,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9
South,1201,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4
North,416,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10
East,567,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5
North,335,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4
West,249,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1
South,825,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12
West,419,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8
South,1054,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12
East,199,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5
West,31,6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8
West,856,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11
East,1513,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4
West,1627,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10
North,428,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5
West,902,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5
South,1005,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9
East,821,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8
East,1242,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12
North,320,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8
South,1520,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3
North,124,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10
West,472,6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4
West,785,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11
East,1584,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5
North,126,6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7
South,128,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
North,832,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11
South,40,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9
West,286,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6
South,138,6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7
South,1555,5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5
South,205,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9
North,651,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8
South,549,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2
West,145,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8
West,1545,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2
South,664,5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5
East,1269,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8
South,273,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9
East,1533,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7
North,264,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4
East,195,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5
North,852,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6
East,288,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3
West,278,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9
South,1577,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4
East,1581,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4
East,172,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5
West,154,9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9
West,1003,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55
West,520,11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6
West,116,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8
South,546,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1
South,107,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9
East,1542,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6
West,1467,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8
West,953,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5
North,211,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6
North,1221,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3
East,511,8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2
West,113,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5
North,432,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7
North,3,11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3
East,242,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5
South,1338,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2
East,325,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1
East,243,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
South,281,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3
East,24,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6
West,329,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8
North,404,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2
East,777,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2
West,674,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3
East,720,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7
West,807,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8
North,1611,7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8
East,294,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6
South,1610,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
West,1575,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11
South,320,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12
South,1283,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4
West,130,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4
South,810,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4
West,41,6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8
East,1440,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1
South,1481,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9
North,325,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11
East,173,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7
North,577,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9
East,1457,5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8
East,1361,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8
North,549,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3
South,66,6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3
West,861,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8
South,996,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5
North,160,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2
North,621,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
East,717,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5
South,1133,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4
East,461,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2
North,744,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8
West,626,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9
East,823,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6
South,1349,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5
West,1096,6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3
East,1519,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2
West,135,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9
West,1606,6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8
North,822,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1
North,228,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6
West,647,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9
North,1194,7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9
South,1303,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4
West,940,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1
West,63,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9
East,895,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4
North,1422,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3
West,1526,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7
West,639,9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5
North,391,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2
North,1344,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5
South,497,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9
West,332,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7
North,855,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4
South,818,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1
West,1015,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1
South,264,6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11
East,707,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9
South,1584,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10
East,15,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1
North,640,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3
West,827,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4
South,396,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7
West,628,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
North,287,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2
North,1580,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2
East,1505,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
East,182,8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3
West,1611,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3
East,128,7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1
West,178,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4
East,1024,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4
South,72,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3
South,149,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4
North,17,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1
West,1407,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9
North,1328,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8
South,181,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9
West,1078,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
South,232,7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4
East,907,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9
West,197,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6
East,1496,9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2
South,952,6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5
South,1052,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4
South,262,5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8
West,361,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5
South,858,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3
West,1045,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8
West,676,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7
North,630,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9
South,898,7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6
South,1059,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6
East,608,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4
West,340,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7
West,1573,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2
West,616,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4
East,961,6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15
West,255,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9
West,1616,4.4,0.54,0.09,5.1,0.038,52,97,0.99022,3.41,0.4,12.2
East,764,6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9
East,359,6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3
North,333,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4
South,1579,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5
West,972,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1
East,13,5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3
North,198,7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3
East,873,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1
West,352,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6
West,838,7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3
South,28,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1
North,1613,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2
North,387,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10
East,482,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9
East,133,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
South,1417,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4
South,1449,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2
West,1438,9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4
North,770,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9
North,1216,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8
West,474,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
West,673,7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9
South,958,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1
West,120,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6
South,467,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4
East,145,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5
West,864,6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2
South,763,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2
South,1304,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2
South,1012,6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9
North,493,5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7
South,1121,8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8
South,909,6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7
East,1429,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5
West,625,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10
South,247,10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3
South,882,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6
South,744,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3
North,948,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8
West,880,6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5
South,1292,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2
East,237,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9
North,223,10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7
South,971,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3
South,122,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3
South,1300,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1
North,853,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9
West,449,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7
North,1215,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3
West,1012,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7
East,882,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1
North,785,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4
North,76,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7
South,1084,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1
East,1221,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4
South,1398,7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5
North,458,5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4
East,1402,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12
East,1492,6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13
North,921,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8
East,1565,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4
South,101,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1
West,423,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
East,329,6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12
North,356,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2
East,296,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7
West,1007,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8
West,67,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5
South,76,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8
South,154,7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3
South,1455,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1
East,1234,7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10
North,1396,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
West,1483,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7
South,196,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9
East,557,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6
South,737,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5
West,519,7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7
West,744,7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5
East,1056,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3
East,122,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1
West,1104,6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2
East,328,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7
South,568,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4
South,436,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6
East,767,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2
West,293,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5
South,778,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
East,527,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5
South,423,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9
North,1196,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
East,598,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9
West,1139,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4
West,1569,8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2
North,926,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
North,868,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5
North,662,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10
South,1224,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4
West,1125,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3
West,447,7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2
North,665,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5
East,869,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1
South,775,7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2
North,1585,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8
North,377,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8
South,1095,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5
South,404,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2
South,724,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2
West,265,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5
West,730,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8
East,337,9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6
West,1501,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4
East,64,7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6
East,336,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2
East,596,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10
East,320,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5
North,438,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7
South,888,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2
South,817,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2
West,226,7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13
East,891,7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3
West,434,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13
South,811,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5
South,871,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5
East,206,7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9
North,888,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
North,792,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3
West,1589,6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5
South,709,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3
East,231,4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9
North,213,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5
East,1247,6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4
West,421,12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4
North,1151,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7
North,1083,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7
West,1008,10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8
East,813,7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9
